question,triage
"I am 61 years old she. Since while shopping, I have been having unable to speak and face drooping on one side. Should I go to the emergency room?",urgent
"1 years old, him with sudden chest tightness after intense exercise in the middle of the night. Really scared, advice please!",urgent
"Do I need to worry about mental confusion and agitation in elderly? I'm 13, , it started with blue lips.",urgent
I have intense abdominal pain after eating questionable food since after an episode of choking. I am 14 years old. Emergency?,urgent
Can you help? I'm a 20 year old he and I just had intense abdominal pain after eating questionable food while exercising.,urgent
"I live with a 39 year old , now they are experiencing new epileptic seizures for the first time after fainting at home. Do I need to act fast?",urgent
Emergency? sudden severe chest pain and shortness of breath started just after taking my medication in a 12 year old he.,urgent
In what cases should someone with severe persistent headache and stiff neck after eating unknown food (age 41) seek emergency care?,urgent
"Worried! severe dehydration after prolonged vomiting started in my father, aged 65, since this morning.",urgent
Can you help? I'm a 51 year old boy and I just had severe abdominal pain with vomiting with blue lips.,urgent
"I'm 56, boy, feeling severe allergic reaction with tongue swelling when I woke up. Is this urgent?",urgent
Can you help? I'm a 49 year old she and I just had intense abdominal pain after eating questionable food as soon as I started running.,urgent
"severe dehydration after prolonged vomiting with mental confusion, happened to a 11 year old. Is this time critical?",urgent
"I am 27 years old woman. Since after intense abdominal cramps, I have been having not able to pass urine and distended abdomen. Should I go to the emergency room?",urgent
"Patient: 38 years, girl. Presents: excruciating testicular pain and swelling during the night. Admission needed?",urgent
Observing loss of movement in both arms after electric shock in 12 year old man after eating unknown food. Should we go to ER?,urgent
"I live with a 49 year old her, now they are experiencing vomiting and severe diarrhea in a small child while at work. Do I need to act fast?",urgent
"My partner, aged 43, suddenly got very rapid irregular heartbeat and dizziness after a car accident. Is this life-threatening?",urgent
Observing sudden vision loss in one eye in 87 year old boy while exercising. Should we go to ER?,urgent
Emergency? uncontrolled bleeding after dental procedure started after eating unknown food in a 78 year old man.,urgent
"25 years old, him with high fever and purple skin spots during a meal. Really scared, advice please!",urgent
"I live with a 62 year old him, now they are experiencing unable to speak and face drooping on one side with very high fever. Do I need to act fast?",urgent
"I am 23 years old . Since during a meal, I have been having heavy bleeding from a deep cut in the leg. Should I go to the emergency room?",urgent
"new epileptic seizures for the first time while shopping, happened to a 66 year old. Is this time critical?",urgent
"What should I do right now about acute eye pain and sudden vision blurring with mental confusion? Age 27, her.",urgent
"Worried! not able to pass urine and distended abdomen started in my my sibling, aged 25, while shopping.",urgent
"I live with a 64 year old , now they are experiencing seizures with high fever for the past hour. Do I need to act fast?",urgent
"I live with a 78 year old him, now they are experiencing severe allergic reaction with tongue swelling following a fall down the stairs. Do I need to act fast?",urgent
"ER or wait? not able to pass urine and distended abdomen just after taking my medication, age 46.",urgent
"seizures with high fever during a meal, happened to a 80 year old. Is this time critical?",urgent
I have vomiting blood and feeling faint since when I tried to stand up. I am 75 years old. Emergency?,urgent
"I suddenly have major burns with skin peeling off and I am 14 years old he. I'm really scared, what do I do?",urgent
How urgent is vomiting and severe diarrhea in a small child for the past hour for someone aged 80?,urgent
"Patient: 80 years, man. Presents: very rapid irregular heartbeat and dizziness while shopping. Admission needed?",urgent
"Is severe allergic reaction with tongue swelling during the night dangerous? Happened to my neighbor, 2 years old.",urgent
"ER or wait? not able to pass urine and distended abdomen during the night, age 38.",urgent
My my parent (42 years old) just developed choking and cannot breathe in the middle of the night. Should we call an ambulance?,urgent
Observing uncontrolled bleeding after dental procedure in 18 year old after a car accident. Should we go to ER?,urgent
"ER or wait? vomiting and severe diarrhea in a small child following heavy exertion, age 26.",urgent
"difficulty speaking and weakness on one side of the body while exercising, happened to a 74 year old. Is this time critical?",urgent
I have broken bone visible through skin since when I woke up. I am 65 years old. Emergency?,urgent
"Worried! acute eye pain and sudden vision blurring started in my baby sister, aged 79, after fainting at home.",urgent
"sudden severe chest pain and shortness of breath after a dental procedure, happened to a 5 year old. Is this time critical?",urgent
Can you help? I'm a 44 year old and I just had uncontrolled bleeding after dental procedure after intense abdominal cramps.,urgent
Emergency? new epileptic seizures for the first time started after a heated argument in a 68 year old her.,urgent
